ID,iphone,samsunggalaxy,sonyxperia,nokialumina,htcphone,galaxysentiment
15902,0,0,0,0,0,2
15903,0,0,0,0,0,1
15904,1,0,0,0,0,4
15905,3,0,0,0,3,4
15906,1,0,0,0,0,4
15907,1,0,0,0,0,4
15908,1,0,0,0,0,4
15909,1,0,0,0,0,4
15910,0,0,0,0,0,1
15911,5,0,0,0,1,2
15912,1,0,0,0,0,4
15913,0,0,0,0,0,1
15914,1,0,0,0,0,4
15915,0,0,0,0,0,1
15916,0,1,0,0,0,1
15917,1,0,0,0,0,4
15918,1,0,0,0,0,4
15919,1,0,0,0,0,4
15920,1,0,0,0,0,4
15921,2,0,0,0,0,3
15922,1,0,0,0,0,4
15923,17,0,0,0,0,4
15924,0,0,0,0,0,1
15925,1,0,0,0,0,4
15926,1,0,0,0,1,4
15927,1,0,0,0,0,4
15928,2,0,0,0,0,4
15929,2,0,0,0,0,4
15930,1,0,0,0,0,4
15931,1,0,0,0,0,4
15932,1,0,0,0,0,4
15933,1,0,0,0,0,4
15934,0,0,0,0,0,2
15935,1,0,0,0,0,4
15936,1,0,0,0,0,4
15937,1,0,0,0,0,4
15938,1,0,0,0,0,4
15939,1,0,0,0,0,4
15940,0,0,0,0,0,1
15941,1,0,0,0,0,4
15942,1,0,0,0,0,4
15943,0,0,0,0,0,1
15944,0,0,0,0,0,2
15945,0,2,0,0,0,1
15946,0,0,0,0,0,1
15947,0,0,0,0,0,1
15948,1,0,0,0,0,4
15949,0,0,0,0,0,1
15950,1,0,0,0,0,4
15951,0,0,0,0,0,1
15952,1,0,0,0,0,3
15953,1,0,0,0,0,4
15954,1,0,0,0,0,3
15955,1,0,0,0,0,4
15956,1,0,0,0,0,4
15957,1,0,0,0,0,3
15958,1,0,0,0,0,4
15959,0,0,0,0,0,1
15960,1,0,0,0,1,4
15961,1,0,0,0,0,4
15962,2,0,0,0,0,4
15963,0,0,0,0,1,1
15964,1,0,0,0,0,3
15965,0,0,0,0,0,1
15966,0,0,0,0,0,2
15967,0,0,0,0,0,1
15968,1,0,0,0,0,4
15969,1,0,0,0,0,4
15970,1,2,2,0,2,4
15971,0,0,0,0,0,1
15972,0,0,0,0,0,1
15973,2,0,0,0,0,4
15974,1,0,0,0,0,4
15975,1,0,0,0,0,4
15976,1,0,0,0,0,4
15977,2,0,0,0,0,3
15978,1,0,0,0,0,3
15979,1,0,0,0,0,4
15980,1,0,0,0,0,3
15981,2,0,0,0,0,3
15982,1,0,0,0,0,4
15983,2,0,0,0,0,4
15984,1,1,0,0,0,3
15985,1,0,0,0,0,4
15986,1,0,0,0,0,4
15987,1,0,0,0,0,4
15988,1,0,0,0,0,4
15989,1,0,0,0,0,4
15990,1,0,0,0,0,4
15991,2,0,0,0,0,3
15992,1,0,0,0,0,4
15993,1,0,0,0,0,4
15994,1,0,0,0,0,4
15995,1,0,0,0,0,3
15996,1,0,0,0,0,4
15997,1,0,0,0,0,4
15998,1,0,0,0,0,4
15999,1,0,0,0,0,3
16000,0,0,0,0,0,1
16001,1,0,0,0,0,4
16002,1,0,0,0,0,4
16003,17,0,0,0,0,4
16004,0,0,0,0,0,1
16005,0,0,0,0,0,1
16006,1,0,0,0,0,4
16007,0,0,0,0,0,1
16008,0,0,0,0,0,1
16009,0,0,0,0,0,1
16010,0,0,0,0,0,1
16011,0,0,0,0,0,1
16012,0,0,0,0,0,1
16013,0,0,0,0,0,1
16014,0,0,0,0,0,1
16015,0,0,0,0,0,1
16016,0,0,0,0,0,1
16017,0,0,0,0,0,1
16018,0,0,0,0,0,1
16019,0,0,0,0,0,1
16020,0,0,0,0,0,1
16021,0,0,0,0,0,1
16022,0,0,0,0,0,1
16023,0,0,0,0,0,1
16024,0,0,0,0,0,1
16025,0,0,0,0,0,1
16026,0,0,0,0,0,1
16027,0,0,0,0,0,1
16028,0,0,0,0,0,1
16029,0,0,0,0,0,1
16030,1,0,0,0,0,4
16031,1,0,0,0,0,4
16032,0,2,0,0,0,1
16033,3,0,0,0,0,4
16034,3,1,0,0,0,3
16035,3,0,0,0,0,4
16036,1,0,0,0,0,4
16037,1,0,0,0,0,4
16038,0,0,0,0,0,1
16039,2,0,0,0,0,4
16040,0,2,0,0,0,1
16041,1,0,0,0,0,4
16042,0,0,0,0,0,2
16043,1,0,0,0,0,3
16044,0,0,0,0,0,1
16045,2,0,0,0,0,4
16046,1,0,0,0,0,4
16047,1,0,0,0,1,4
16048,1,0,0,0,0,4
16049,0,0,0,0,0,1
16050,0,0,0,0,0,1
16051,0,1,0,0,0,1
16052,1,0,0,0,0,4
16053,2,0,0,0,0,4
16054,1,0,0,0,0,4
16055,1,0,0,0,0,4
16056,0,0,0,0,0,1
16057,0,0,0,0,0,1
16058,3,0,0,0,0,4
16059,1,0,0,0,0,3
16060,1,0,0,0,0,4
16061,1,0,0,0,0,4
16062,0,0,0,0,0,1
16063,1,0,0,0,0,4
16064,1,0,0,0,0,4
16065,0,0,0,0,0,1
16066,0,0,0,0,0,1
16067,0,0,0,0,0,2
16068,1,0,0,0,0,4
16069,1,0,0,0,0,4
16070,0,2,0,0,0,1
16071,3,0,0,0,0,4
16072,1,0,0,0,0,4
16073,1,0,0,0,0,3
16074,1,0,0,0,0,4
16075,1,0,0,0,0,3
16076,1,0,0,0,0,4
16077,1,0,0,0,0,4
16078,1,0,0,0,0,4
16079,1,0,0,0,1,4
16080,0,0,0,0,0,1
16081,1,0,0,0,0,4
16082,0,0,0,0,0,2
16083,0,0,0,0,0,1
16084,0,0,0,0,0,1
16085,1,0,0,0,0,4
16086,0,0,0,0,0,1
16087,1,0,0,0,0,3
16088,1,0,0,0,0,4
16089,0,0,0,0,0,2
16090,1,0,0,0,0,3
16091,17,0,0,0,0,4
16092,1,0,0,0,0,4
16093,1,0,0,0,0,3
16094,1,0,0,0,0,4
16095,0,0,0,0,0,1
16096,0,0,0,0,0,1
16097,2,0,0,0,0,4
16098,1,0,0,0,0,4
16099,0,0,0,0,0,1
16100,0,1,0,0,0,1
16101,0,0,0,0,0,1
16102,1,0,0,0,0,4
16103,1,0,0,0,0,3
16104,1,0,0,0,0,4
16105,2,0,0,0,0,4
16106,13,15,9,0,9,4
16107,0,0,0,0,0,1
16108,1,0,0,0,0,4
16109,1,0,0,0,0,4
16110,1,0,0,0,0,4
16111,1,0,0,0,0,4
16112,1,0,0,0,0,4
16113,2,0,0,0,0,4
16114,2,0,0,0,0,4
16115,1,0,0,0,0,3
16116,0,0,0,0,0,1
16117,0,0,0,0,0,2
16118,0,0,0,0,0,1
16119,0,0,0,0,0,1
16120,1,0,0,0,0,4
16121,1,0,0,0,0,4
16122,1,0,0,0,0,4
16123,1,0,0,0,0,4
16124,1,0,1,0,0,4
16125,0,0,0,0,0,1
16126,1,0,0,0,0,4
16127,1,0,0,0,0,3
16128,0,0,0,0,1,1
16129,1,0,0,0,0,4
16130,2,0,0,0,0,4
16131,1,0,0,0,0,4
16132,1,0,0,0,0,3
16133,1,0,0,0,0,4
16134,1,0,0,0,0,3
16135,1,0,0,0,0,4
16136,2,0,0,0,0,4
16137,1,0,0,0,0,3
16138,2,0,0,0,0,4
16139,1,0,0,0,0,4
16140,3,0,0,0,0,4
16141,1,0,0,0,0,4
16142,1,0,0,0,0,3
16143,0,0,0,0,0,1
16144,0,0,0,0,0,1
16145,0,0,0,0,0,1
16146,0,0,0,0,0,1
16147,0,0,0,0,0,1
16148,0,0,0,0,0,1
16149,0,0,0,0,0,1
16150,0,0,0,0,0,1
16151,0,0,0,0,0,1
16152,0,0,0,0,0,1
16153,0,0,0,0,0,1
16154,0,0,0,0,0,1
16155,0,0,0,0,0,1
16156,0,0,0,0,0,1
16157,0,0,0,0,0,1
16158,0,0,0,0,0,1
16159,0,0,0,0,0,1
16160,0,0,0,0,0,1
16161,0,0,0,0,0,1
16162,0,0,0,0,0,1
16163,0,0,0,0,0,1
16164,0,0,0,0,0,1
16165,0,0,0,0,0,1
16166,1,0,0,0,0,4
16167,0,0,0,0,0,1
16168,1,0,0,0,0,4
16169,0,0,0,0,0,1
16170,0,0,0,0,0,1
16171,1,0,0,0,0,4
16172,1,0,0,0,1,4
16173,0,0,0,0,0,1
16174,0,0,0,0,0,1
16175,1,0,0,0,0,4
16176,2,0,0,0,0,4
16177,1,0,0,0,1,4
16178,1,0,0,0,0,4
16179,5,0,0,0,1,2
16180,3,0,0,0,0,4
16181,1,0,0,0,0,4
16182,1,0,0,0,0,4
16183,0,0,0,0,0,1
16184,1,0,0,0,0,4
16185,1,0,0,0,0,4
16186,1,0,0,0,0,4
16187,0,5,0,0,0,1
16188,1,0,0,0,0,4
16189,0,0,0,0,0,1
16190,1,0,0,0,0,4
16191,1,0,0,0,0,4
16192,1,0,0,0,0,4
16193,1,0,0,0,0,4
16194,1,0,0,0,0,4
16195,0,0,0,0,0,1
16196,0,0,0,0,0,1
16197,1,0,0,0,0,4
16198,2,0,0,0,0,4
16199,0,0,0,0,0,1
16200,1,0,0,0,0,4
16201,0,0,0,0,0,1
16202,1,0,0,0,0,4
16203,1,0,0,0,0,4
16204,1,0,0,0,0,4
16205,1,0,0,0,0,4
16206,1,0,0,0,0,4
16207,0,0,0,0,0,2
16208,3,0,0,0,0,4
16209,0,0,0,0,0,1
16210,0,1,0,0,0,1
16211,0,0,0,0,0,2
16212,1,0,0,0,0,4
16213,1,0,0,0,0,4
16214,0,0,0,0,0,1
16215,1,0,0,0,0,3
16216,0,0,0,0,0,1
16217,1,0,0,0,0,4
16218,0,0,0,0,0,1
16219,1,0,0,0,0,4
16220,0,2,0,0,0,1
16221,1,0,0,0,0,4
16222,2,0,0,0,0,4
16223,1,0,0,0,0,3
16224,1,0,0,0,0,4
16225,1,0,0,0,0,4
16226,1,0,0,0,0,4
16227,2,0,0,0,0,4
16228,2,0,0,0,0,4
16229,1,0,0,0,0,4
16230,1,0,0,0,0,4
16231,5,0,0,0,0,4
16232,17,0,0,0,0,4
16233,2,0,0,0,0,4
16234,1,0,0,0,0,4
16235,1,0,0,0,0,4
16236,0,0,0,0,0,2
16237,0,1,0,0,0,1
16238,2,0,0,0,0,4
16239,1,0,0,0,0,4
16240,1,0,0,0,0,4
16241,1,0,0,0,0,4
16242,1,0,0,0,0,4
16243,3,0,0,0,0,4
16244,1,0,0,0,0,4
16245,0,0,0,0,0,1
16246,0,0,0,0,0,1
16247,1,0,0,0,0,3
16248,4,0,0,0,0,4
16249,1,0,0,0,0,4
16250,0,0,0,0,0,2
16251,4,0,0,0,0,4
16252,1,0,0,0,0,4
16253,0,0,0,0,0,2
16254,1,0,0,0,0,4
16255,1,0,0,0,0,4
16256,1,0,0,0,0,4
16257,1,0,0,0,1,4
16258,1,0,0,0,0,4
16259,1,0,0,0,0,4
16260,3,0,0,0,0,4
16261,0,0,0,0,1,1
16262,3,0,0,0,0,4
16263,16,0,0,0,0,4
16264,0,2,0,0,0,1
16265,0,0,0,0,0,1
16266,1,0,0,0,0,4
16267,0,0,0,0,0,1
16268,2,0,0,0,0,4
16269,0,0,0,0,0,1
16270,0,0,0,0,0,1
16271,0,0,0,0,0,1
16272,0,0,0,0,0,1
16273,0,0,0,0,0,1
16274,0,0,0,0,0,1
16275,0,0,0,0,0,1
16276,0,0,0,0,0,1
16277,0,0,0,0,0,1
16278,0,0,0,0,0,1
16279,0,0,0,0,0,1
16280,0,0,0,0,0,1
16281,0,0,0,0,0,1
16282,0,0,0,0,0,1
16283,0,0,0,0,0,1
16284,0,0,0,0,0,1
16285,0,0,0,0,0,1
16286,0,0,0,0,0,1
16287,0,0,0,0,0,1
16288,0,0,0,0,0,1
16289,0,0,0,0,0,1
16290,0,0,0,0,0,1
16291,0,0,0,0,0,1
16292,0,0,0,0,0,1
16293,0,0,0,0,0,2
16294,1,0,0,0,0,4
16295,0,0,0,0,0,1
16296,0,0,0,0,0,1
16297,0,0,0,0,0,1
16298,1,0,0,0,1,4
16299,1,0,0,0,0,4
16300,0,0,0,0,0,1
16301,1,0,0,0,0,4
16302,1,0,0,0,0,4
16303,2,0,0,0,0,4
16304,0,0,0,0,0,1
16305,1,0,0,0,0,4
16306,1,0,0,0,0,4
16307,1,0,0,0,0,3
16308,0,0,0,0,0,1
16309,1,0,0,0,0,3
16310,1,0,0,0,0,4
16311,1,0,0,0,0,3
16312,0,0,0,0,0,1
16313,1,0,0,0,0,4
16314,2,0,0,0,0,4
16315,0,0,0,0,0,1
16316,1,0,0,0,0,4
16317,0,0,0,0,0,1
16318,3,0,0,0,0,4
16319,1,0,0,0,0,3
16320,0,0,0,0,0,1
16321,0,0,0,0,0,1
16322,0,0,0,0,0,1
16323,0,0,0,0,0,1
16324,0,0,0,0,0,1
16325,0,0,0,0,0,2
16326,1,0,0,0,0,4
16327,0,0,0,0,0,1
16328,1,0,0,0,0,4
16329,1,0,0,0,0,4
16330,1,0,0,0,0,4
16331,1,0,0,0,0,3
16332,1,0,0,0,0,4
16333,1,0,0,0,0,4
16334,1,0,0,0,0,4
16335,0,0,0,0,0,1
16336,0,0,0,0,0,1
16337,0,0,0,0,0,1
16338,1,0,0,0,0,4
16339,0,1,0,0,0,1
16340,1,0,0,0,0,4
16341,1,0,0,0,0,4
16342,2,0,0,0,0,4
16343,1,0,0,0,0,4
16344,0,0,0,0,0,1
16345,1,0,0,0,0,4
16346,1,0,0,0,0,4
16347,13,15,9,0,9,4
16348,1,0,0,0,0,4
16349,1,0,0,0,0,4
16350,0,0,0,0,0,2
16351,6,0,0,0,0,4
16352,1,0,0,0,0,4
16353,1,0,0,0,0,4
16354,0,0,0,0,0,2
16355,1,0,0,0,0,4
16356,2,0,0,0,0,4
16357,1,0,0,0,0,3
16358,0,0,0,0,0,2
16359,0,0,0,0,0,2
16360,1,0,0,0,0,4
16361,1,0,0,0,1,4
16362,1,0,0,0,0,4
16363,17,0,0,0,0,4
16364,1,0,0,0,0,3
16365,3,0,0,0,0,4
16366,1,0,0,0,0,4
16367,2,0,0,0,0,4
16368,0,0,0,0,0,1
16369,1,0,0,0,0,4
16370,1,0,0,0,0,4
16371,1,0,0,0,0,4
16372,0,0,0,0,0,2
16373,0,0,0,0,0,1
16374,0,0,0,0,0,2
16375,4,0,0,0,0,4
16376,1,0,0,0,0,4
16377,1,0,0,0,0,3
16378,0,0,0,0,0,2
16379,1,0,0,0,0,3
16380,0,0,0,0,0,1
16381,1,0,0,0,0,4
16382,1,0,0,0,0,4
16383,1,0,0,0,0,4
16384,0,1,0,0,0,1
16385,0,0,0,0,0,1
16386,1,0,0,0,0,4
16387,1,0,0,0,0,4
16388,0,0,0,0,0,2
16389,0,0,0,0,0,1
16390,1,0,0,0,0,4
16391,1,0,0,0,0,4
16392,1,0,0,0,0,4
16393,2,0,0,0,0,4
16394,0,0,0,0,0,1
16395,1,0,0,0,0,4
16396,1,0,0,0,0,4
16397,1,0,0,0,0,4
16398,1,0,0,0,0,4
16399,1,0,0,0,0,4
16400,1,0,0,0,0,4
16401,1,0,0,0,0,4
16402,1,0,0,0,0,4
16403,1,0,0,0,0,4
16404,0,0,0,0,0,1
16405,0,0,0,0,0,1
16406,0,0,0,0,0,1
16407,0,0,0,0,0,1
16408,0,0,0,0,0,1
16409,0,0,0,0,0,1
16410,0,0,0,0,0,1
16411,0,0,0,0,0,1
16412,0,0,0,0,0,1
16413,0,0,0,0,0,1
16414,0,0,0,0,0,1
16415,0,0,0,0,0,1
16416,0,0,0,0,0,1
16417,0,0,0,0,0,1
16418,0,0,0,0,0,1
16419,0,0,0,0,0,1
16420,0,0,0,0,0,1
16421,0,0,0,0,0,1
16422,0,0,0,0,0,1
16423,0,0,0,0,0,1
16424,0,0,0,0,0,1
16425,0,0,0,0,0,1
16426,0,0,0,0,0,1
16427,0,0,0,0,0,1
16428,0,0,0,0,0,1
16429,0,0,0,0,0,1
16430,0,0,0,0,0,1
16431,0,0,0,0,0,1
16432,4,0,0,0,0,4
16433,0,0,0,0,0,1
16434,1,0,0,0,0,4
16435,3,0,0,0,0,4
16436,1,0,0,0,0,4
16437,1,0,0,0,0,4
16438,0,0,0,0,0,1
16439,1,0,0,0,0,4
16440,1,0,0,0,0,4
16441,0,1,0,0,0,1
16442,0,0,0,0,0,1
16443,1,0,0,0,0,4
16444,1,0,0,0,0,4
16445,1,0,0,0,0,4
16446,0,0,0,0,0,1
16447,1,0,0,0,0,4
16448,1,0,0,0,0,4
16449,1,0,0,0,0,4
16450,1,0,0,0,0,4
16451,0,0,0,0,0,1
16452,17,0,0,0,0,4
16453,1,0,0,0,0,4
16454,1,0,0,0,0,4
16455,0,0,0,0,0,1
16456,0,2,0,0,0,1
16457,0,0,0,0,0,1
16458,1,0,0,0,0,4
16459,1,0,1,0,0,3
16460,0,0,0,0,0,1
16461,0,0,0,0,0,1
16462,1,0,0,0,0,4
16463,1,0,0,0,0,4
16464,1,0,0,0,0,4
16465,1,0,0,0,0,4
16466,0,0,1,0,0,1
16467,0,0,0,0,0,1
16468,1,0,0,0,0,3
16469,3,0,0,0,0,4
16470,1,0,0,0,0,4
16471,0,0,0,0,0,1
16472,2,0,0,0,1,4
16473,0,0,0,0,0,1
16474,1,0,0,0,0,4
16475,1,0,0,0,0,4
16476,1,0,0,0,0,4
16477,0,2,0,0,0,1
16478,1,0,0,0,0,4
16479,1,0,0,0,0,4
16480,1,0,0,0,0,4
16481,1,0,0,0,0,4
16482,1,0,0,0,0,4
16483,3,0,0,0,0,4
16484,1,0,0,0,0,4
16485,0,2,0,0,0,1
16486,1,0,0,0,0,4
16487,0,0,0,0,0,2
16488,1,0,0,0,0,4
16489,1,0,0,0,0,4
16490,0,0,0,0,0,1
16491,1,0,0,0,0,4
16492,1,0,0,0,0,4
16493,1,0,0,0,0,4
16494,1,0,0,0,0,4
16495,0,0,0,0,0,1
16496,0,0,0,0,0,1
16497,0,0,0,0,0,1
16498,1,0,0,0,0,4
16499,6,0,0,0,0,4
16500,1,0,0,0,0,4
16501,0,0,0,0,0,1
16502,0,0,0,0,0,1
16503,3,0,1,0,0,4
16504,1,0,0,0,0,4
16505,1,0,0,0,0,4
16506,0,0,0,0,0,1
16507,2,0,0,0,0,4
16508,1,0,0,0,0,4
16509,1,2,0,0,0,3
16510,1,0,0,0,0,4
16511,1,0,0,0,0,4
16512,1,0,0,0,0,4
16513,1,0,0,0,0,3
16514,1,0,0,0,0,4
16515,1,0,0,0,0,4
16516,1,0,0,0,0,4
16517,0,0,0,0,0,1
16518,1,0,0,0,0,4
16519,4,0,0,0,0,4
16520,1,0,0,0,0,4
16521,1,0,0,0,0,4
16522,7,0,0,0,0,4
16523,0,0,0,0,0,1
16524,0,0,0,0,0,1
16525,1,0,0,0,0,4
16526,1,0,0,0,0,4
16527,1,0,0,0,1,4
16528,1,0,0,0,0,4
16529,1,0,0,0,0,4
16530,1,0,0,0,0,4
16531,1,0,0,0,0,4
16532,2,0,0,0,0,4
16533,17,0,0,0,0,4
16534,1,0,0,0,0,4
16535,0,0,0,0,0,2
16536,0,0,0,0,0,1
16537,1,0,0,0,0,4
16538,1,0,0,0,1,4
16539,0,0,0,0,0,2
16540,1,0,0,0,0,3
16541,1,0,0,0,0,4
16542,1,0,0,0,0,4
16543,1,0,0,0,0,4
16544,1,0,0,0,0,3
16545,2,0,0,0,0,4
16546,0,0,0,0,0,1
16547,0,0,0,0,0,1
16548,0,0,0,0,0,1
16549,0,0,0,0,0,1
16550,0,0,0,0,0,1
16551,0,0,0,0,0,1
16552,0,0,0,0,0,1
16553,0,0,0,0,0,1
16554,0,0,0,0,0,1
16555,0,0,0,0,0,1
16556,0,0,0,0,0,1
16557,0,0,0,0,0,1
16558,0,0,0,0,0,1
16559,0,0,0,0,0,1
16560,0,0,0,0,0,1
16561,0,0,0,0,0,1
16562,0,0,0,0,0,1
16563,0,0,0,0,0,1
16564,0,0,0,0,0,1
16565,0,0,0,0,0,1
16566,0,0,0,0,0,1
16567,0,0,0,0,0,1
16568,0,0,0,0,0,1
16569,0,0,0,0,0,1
16570,0,0,0,0,0,1
16571,0,0,0,0,0,1
16572,0,0,0,0,0,1
16573,0,0,0,0,0,1
16574,0,0,0,0,0,1
16575,0,0,0,0,0,1
16576,0,0,0,0,0,1
16577,0,0,0,0,0,1
16578,0,0,0,0,0,1
16579,0,0,0,0,0,1
16580,1,0,0,0,0,4
16581,0,0,0,0,0,1
16582,0,0,0,0,0,2
16583,1,0,0,0,0,4
16584,1,0,0,0,0,4
16585,1,0,0,0,0,4
16586,1,0,1,0,0,3
16587,1,0,0,0,0,4
16588,0,0,0,0,0,1
16589,1,0,0,0,0,4
16590,1,0,0,0,0,4
16591,0,0,0,0,0,1
16592,1,0,0,0,0,4
16593,1,0,0,0,0,4
16594,1,0,0,0,0,4
16595,0,1,0,0,0,1
16596,1,0,0,0,0,4
16597,1,0,0,0,0,4
16598,0,0,0,0,1,1
16599,1,0,0,0,0,3
16600,1,0,0,0,0,4
16601,1,0,0,0,0,4
16602,0,0,0,0,0,1
16603,0,0,0,0,0,1
16604,0,0,0,0,0,1
16605,1,0,0,0,0,4
16606,1,0,0,0,0,4
16607,1,0,0,0,0,4
16608,1,0,0,0,0,4
16609,1,0,0,0,0,4
16610,0,0,0,0,0,1
16611,1,0,0,0,0,4
16612,1,0,0,0,0,4
16613,1,0,0,0,0,4
16614,3,0,0,0,0,4
16615,1,0,0,0,0,4
16616,1,0,0,0,0,4
16617,1,0,0,0,0,4
16618,17,0,0,0,0,4
16619,1,0,0,0,0,4
16620,1,0,0,0,0,4
16621,1,0,0,0,0,4
16622,1,0,0,0,0,3
16623,0,0,0,0,0,1
16624,0,0,0,0,0,1
16625,0,0,0,0,0,2
16626,1,0,0,0,0,4
16627,2,0,0,0,0,3
16628,0,0,0,0,0,1
16629,1,0,0,0,0,3
16630,1,0,0,0,0,4
16631,1,0,0,0,0,3
16632,0,0,0,0,0,1
16633,1,0,0,0,0,4
16634,0,0,0,0,0,1
16635,1,0,0,0,0,4
16636,0,0,0,0,0,1
16637,1,0,0,0,0,4
16638,1,0,0,0,0,4
16639,1,0,0,0,0,4
16640,1,0,0,0,0,4
16641,1,0,0,0,0,4
16642,0,0,0,0,0,1
16643,1,0,0,0,1,4
16644,1,0,0,0,0,4
16645,3,0,0,0,0,4
16646,1,0,0,0,1,4
16647,0,0,0,0,0,1
16648,1,0,0,0,0,4
16649,1,0,0,0,0,4
16650,1,0,0,0,0,4
16651,1,0,0,0,0,4
16652,1,0,0,0,0,4
16653,1,0,0,0,0,4
16654,0,0,0,0,0,1
16655,1,0,0,0,0,4
16656,1,0,0,0,0,4
16657,2,0,0,0,0,4
16658,1,0,0,0,0,4
16659,0,2,0,0,0,1
16660,1,0,0,0,0,4
16661,1,0,0,0,0,4
16662,1,0,0,0,0,4
16663,2,0,0,0,0,4
16664,1,0,0,0,0,4
16665,0,0,0,0,0,1
16666,6,4,2,0,4,4
16667,0,1,0,0,0,1
16668,2,0,0,0,0,4
16669,1,0,0,0,0,3
16670,2,0,0,0,0,4
16671,0,0,0,0,0,1
16672,1,0,0,0,0,4
16673,1,0,0,0,0,4
16674,2,2,0,0,0,3
16675,1,0,0,0,0,4
16676,0,0,0,0,0,1
16677,1,0,0,0,0,4
16678,0,0,0,0,0,1
16679,0,0,0,0,0,1
16680,0,0,0,0,1,1
16681,0,0,0,0,0,1
16682,1,0,0,0,0,4
16683,0,0,0,0,0,2
16684,0,0,0,0,0,1
16685,0,0,0,0,0,1
16686,0,0,0,0,0,1
16687,0,0,0,0,0,1
16688,0,0,0,0,0,1
16689,0,0,0,0,0,1
16690,0,0,0,0,0,1
16691,0,0,0,0,0,1
16692,0,0,0,0,0,1
16693,0,0,0,0,0,1
16694,0,0,0,0,0,1
16695,0,0,0,0,0,1
16696,0,0,0,0,0,1
16697,0,0,0,0,0,1
16698,0,0,0,0,0,1
16699,0,0,0,0,0,1
16700,0,0,0,0,0,1
16701,0,0,0,0,0,1
16702,0,0,0,0,0,1
16703,0,0,0,0,0,1
16704,0,0,0,0,0,1
16705,0,0,0,0,0,1
16706,0,0,0,0,0,1
16707,0,0,0,0,0,1
16708,1,0,0,0,1,4
16709,3,0,0,0,0,4
16710,2,0,0,0,0,4
16711,1,0,0,0,0,4
16712,2,2,0,0,0,3
16713,17,0,0,0,0,4
16714,1,0,0,0,0,4
16715,17,0,0,0,0,4
16716,1,0,0,0,1,4
16717,1,0,0,0,0,4
16718,4,0,0,0,0,4
16719,1,0,0,0,0,4
16720,0,0,0,0,0,1
16721,1,0,0,0,0,4
16722,1,0,0,0,0,4
16723,1,0,0,0,0,4
16724,1,0,0,0,0,4
16725,3,0,0,0,3,4
16726,0,2,0,0,0,1
16727,0,0,0,0,0,1
16728,1,0,0,0,0,4
16729,0,0,0,0,1,1
16730,1,0,0,0,0,4
16731,1,0,0,0,0,4
16732,1,0,0,0,0,4
16733,1,0,0,0,0,3
16734,1,0,0,0,0,4
16735,1,0,0,0,0,4
16736,1,0,0,0,0,4
16737,0,1,0,0,0,1
16738,1,0,0,0,0,4
16739,2,0,0,0,0,4
16740,1,0,0,0,0,4
16741,4,0,0,0,0,4
16742,1,0,0,0,0,4
16743,1,0,0,0,0,4
16744,1,0,0,0,0,4
16745,1,0,0,0,0,4
16746,1,0,0,0,0,4
16747,1,0,0,0,0,4
16748,0,0,0,0,0,1
16749,1,0,0,0,0,4
16750,2,0,0,0,0,4
16751,1,0,0,0,0,4
16752,3,0,0,0,0,4
16753,0,1,0,0,0,1
16754,3,0,0,0,0,4
16755,1,0,0,0,0,4
16756,1,0,0,0,0,4
16757,1,0,0,0,0,4
16758,0,0,0,0,0,1
16759,1,0,0,0,0,4
16760,1,0,0,0,0,4
16761,1,0,0,0,0,4
16762,0,0,0,0,0,1
16763,1,0,0,0,0,4
16764,1,0,0,0,0,4
16765,1,0,0,0,0,4
16766,1,0,0,0,0,3
16767,1,1,0,0,0,3
16768,1,0,0,0,0,3
16769,1,0,0,0,0,4
16770,1,0,0,0,0,4
16771,0,0,0,0,0,1
16772,1,0,0,0,0,4
16773,0,0,0,0,0,2
16774,1,0,0,0,0,4
16775,1,0,0,0,0,4
16776,0,2,0,0,0,1
16777,1,0,0,0,0,4
16778,0,0,0,0,0,1
16779,1,0,0,0,0,4
16780,1,0,0,0,0,4
16781,1,0,0,0,0,4
16782,5,1,0,0,1,4
16783,1,0,0,0,0,4
16784,1,0,0,0,0,4
16785,0,0,0,0,0,1
16786,0,0,0,0,0,1
16787,1,0,0,0,0,4
16788,1,0,0,0,0,4
16789,1,0,0,0,0,4
16790,0,2,0,0,0,1
16791,0,0,0,0,0,2
16792,0,0,0,0,0,2
16793,1,0,0,0,0,4
16794,1,0,0,0,0,4
16795,0,0,0,0,0,1
16796,0,0,0,0,0,1
16797,1,0,0,0,0,4
16798,1,0,0,0,0,4
16799,1,0,0,0,0,4
16800,2,2,0,0,0,3
16801,0,0,0,0,0,2
16802,1,0,0,0,0,4
16803,1,0,0,0,0,4
16804,1,0,0,0,0,4
16805,0,0,0,0,0,1
16806,0,0,0,0,0,1
16807,0,0,0,0,0,1
16808,0,0,0,0,0,1
16809,0,0,0,0,0,1
16810,0,0,0,0,0,1
16811,0,0,0,0,0,1
16812,0,0,0,0,0,1
16813,0,0,0,0,0,1
16814,0,0,0,0,0,1
16815,0,0,0,0,0,1
16816,0,0,0,0,0,1
16817,0,0,0,0,0,1
16818,0,0,0,0,0,1
16819,0,0,0,0,0,1
16820,0,0,0,0,0,1
16821,0,0,0,0,0,1
16822,0,0,0,0,0,1
16823,0,0,0,0,0,1
16824,0,0,0,0,0,1
16825,0,0,0,0,0,1
16826,0,0,1,0,0,1
16827,0,0,0,0,0,2
16828,1,0,0,0,0,4
16829,1,0,0,0,0,4
16830,1,0,0,0,0,4
16831,1,0,0,0,0,4
